id,Job_Type,Short,Element,Work_Categories,Work_Sub_Category_Types,Work_Sub_Category_Attributes,Medium
213009,SHEETING,RENEW TRANSLUCENT,ROOFING,Sheet Roofing,Sheet Roof Coverings,,Sheeting:Renew corrugated fire resisting glass fibre reinforced translucent sheeting fixed with hook bolts or drive screws complete with caps and washers and remove spoil.
213011,SHEETING,RENEW PVC COLOUR COATED,ROOFING,Sheet Roofing,Sheet Roof Coverings,,Sheeting:Renew PVC colour coated both sides galvanised steel profiled sheeting 0.70mm thick fixed with hook bolts and washers and remove spoil.
213013,SHEETING,RENEW EAVES FILLER PCE,ROOFING,Sheet Roofing,Sheet Roof Coverings,,Sheeting:Renew eaves filler piece to corrugated roof sheeting and remove spoil.
213015,SHEETING,RENEW TWO PIECE RIDGE,ROOFING,Sheet Roofing,Sheet Roof Coverings,,Sheeting:Renew two piece ridge to corrugated roof sheeting and remove spoil.
215001,ROOF,SWEEP AND APPLY WP COMPOUND,ROOFING,Remidial Works,Liquid Applied Waterproof Roof Covering,,"Roof:Sweep off and apply two coats of waterproofing compound and apply sand dressing between coats, remove spoil."
215003,ROOF,SEALING COMPOUND TO CRACKS,ROOFING,Remidial Works,Liquid Applied Waterproof Roof Covering,,Roofing:Apply sealing compound to cracks to roof or leadwork.
215005,ROOF,SWEEP AND APPLY BITUMEN,ROOFING,Remidial Works,Liquid Applied Waterproof Roof Covering,,"Roofing:Brush off loose chippings and clean down roof and apply three coats of bitumen compound, remove spoil."
215007,ROOF,SWEEP AND APPLY STONE CHIPPINGS,ROOFING,Remidial Works,Liquid Applied Waterproof Roof Covering,,"Roofing:Brush off loose chippings from roof and supply and lay limestone chippings bonded with hot bitumen compound, remove spoil."
215009,ROOF,PREPARE AND PATCH NE 2.0SM,ROOFING,Remidial Works,Liquid Applied Waterproof Roof Covering,,"Roofing:Prepare and apply two coats of approved liquid applied roof coating to roofing felt, in patches ne 2.00sm."
215011,ROOF,PREPARE AND PATCH OVER 2.0SM,ROOFING,Remidial Works,Liquid Applied Waterproof Roof Covering,,"Roofing:Prepare and apply two coats of approved liquid applied roof coating to roofing felt, in areas over 2.00sm remove spoil."
215013,GUTTER,APPLY 2 COATS WATERPROOF TO FINLOCK,ROOFING,Remidial Works,Liquid Applied Waterproof Roof Covering,,"Gutter:Clean out gutter, rake out and apply sealant to joints and prepare and apply two coats of proprietary waterproof sealing compound to inside surfaces of Finlock gutter remove spoil."
217001,FELT,RENEW HP PLAIN OR MINERAL FINISH 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Renew felt roofing with two layer high performance felt, strip and remove existing covering, prepare and lay roofing with plain or mineral surface finish to top layer, all labours."
217003,FELT,RENEW HP STONE CHIPPINGS 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Renew felt roofing with two layer high performance felt, strip and remove existing covering, prepare and lay roofing with stone chippings to top layer, all labours."
217005,FELT,RENEW HP TORCH ON PLAIN OR MINERAL 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Renew felt roofing with two layer high performance Torch On felt, strip and remove existing covering, prepare and lay roofing with plain or mineral surface finish to top layer."
217007,FELT,RENEW HP TORCH ON CHIPPINGS 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Renew felt roofing with two layer high performance Torch On felt, strip and remove existing covering, prepare and lay roofing with stone chippings to top layer, all labours."
217009,FELT,REPAIR PATCH NE 2.0SM 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Repair patch ne 2.00sm including brush or clear away chippings, cut out top layer of felt, cover with new felt, bond with bitumen to adjacent layers, relay or renew chippings, remove spoil."
217013,FELT,REPAIR NE 2.0SM (TORCH ON) 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Repair patch ne 2.00sm with Torch On felt roofing system, cut out defective layer of felt, heat new felt and lay and bond over adjacent layers, relay or renew chippings, remove spoil."
217019,FELT,REPAIR UPSTAND NE 300MM GIRTH 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Repair upstand ne 300mm girth including cut out top layer of felt, cover with new mineral felt bond with bitumen to adjacent layers, rake out chase and repoint in cement mortar, remove spoil."
217021,FELT,RENEW ANY GIRTH GUTTER 2L,ROOFING,Felt Roofing,Felt Roofing,Two Layer,Felt:Renew two layer felt to any girth gutter including remove defective felt and lay new felt bedded in hot bitumen remove spoil.
217023,FELT,SEAL ROOFING AROUND OUTLET,ROOFING,Felt Roofing,Felt Roofing,Two Layer,Felt:Reseal around rainwater outlet with hot bitumen.
217025,FELT,RENEW ALUMINIUM EDGING,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Take off existing, clear away and renew preformed aluminium edging including all angles and ends, dress felt roofing into groove, remove spoil."
217027,FELT,FIX FLASHBAND NE 300MM GIRTH,ROOFING,Felt Roofing,Felt Roofing,Two Layer,Felt:Fix flashband upstand or skirting ne 300mm girth including prime surface.
217029,FELT,APPLY SOLAR REFLECT PAINT (PER COAT),ROOFING,Felt Roofing,Felt Roofing,Two Layer,Felt:Prepare and apply solar reflective paint to general surfaces of felt roofing (per coat).
217031,FELT,RENEW CHIPPINGS,ROOFING,Felt Roofing,Felt Roofing,Two Layer,"Felt:Renew chippings to roof including remove old chippings and clear away, apply cold compound and spread new chippings (as sole job) remove spoil."
217101,FELT,RENEW HP PLAIN OR MINERAL FINISH 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Renew felt roofing with three layer high performance felt, strip and remove existing covering, prepare and lay roofing with plain or mineral surface finish to top layer, all labours."
217103,FELT,RENEW HP STONE CHIPPINGS 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Renew felt roofing with three layer high performance felt, strip and remove existing covering, prepare and lay roofing with stone chippings to top layer, all labours."
217105,FELT,RENEW HP TORCH ON PLAIN OR MINERAL 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Renew felt roofing with three layer high performance Torch On felt, strip and remove existing covering, prepare and lay roofing with plain or mineral surface finish to top layer."
217107,FELT,RENEW HP TORCH ON CHIPPINGS 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Renew felt roofing with three layer high performance Torch On felt, strip and remove existing covering, prepare and lay roofing with stone chippings to top layer, all labours."
217109,FELT,REPAIR PATCH NE 2.0SM 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Repair patch ne 2.00sm including brush or clear away chippings, cut out top two layers of felt, lay new felt bond with bitumen to adjacent layers, relay or renew chippings, remove spoil."
217113,FELT,REPAIR NE 2.0SM (TORCH ON) 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Repair patch ne 2.00sm with torch on felt roofing system, cut out top two layers of felt, heat new felt and lay and bond over adjacent layers, relay or renew chippings, remove spoil."
217119,FELT,REPAIR UPSTAND NE 300MM GIRTH 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Repair upstand ne 300mm girth including cut out top two layers of felt, cover with new mineral felt bond with bitumen to adjacent layers, rake out chase and repoint in mortar, remove spoil."
217121,FELT,RENEW ANY GIRTH GUTTER 3L,ROOFING,Felt Roofing,Felt Roofing,Three Layer,"Felt:Renew three layer felt to any size gutter including remove defective felt and lay new felt bedded in hot bitumen, remove spoil."
219001,ASPHALT,RENEW 20MM IN PATCH NE 2.0SM,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Renew 20mm asphalt roof finish in patch ne 2.00sm, cut out defective roof finish, renew membrane, lay asphalt in two layers, bond to existing asphalt, finish smooth to match existing."
219003,ASPHALT,RENEW IN AREAS,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Renew 20mm asphalt roof finish comprising isolating membrane, asphalt laid in two layers and bond to existing asphalt and finish smooth to match existing levels, remove spoil."
219005,ASPHALT,RENEW 25MM TO BALCONY,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Renew asphalt to access balcony including take up existing asphalt and underlay, lay 25mm two coat work to deck and gutter on new isolating membrane, 13mm work to upstands, all labours."
219009,ASPHALT,RENEW SKIRTING,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Renew asphalt skirting ne 225mm high comprising 13mm two coat asphalt including all angles, coves and fillets, turn top edge into prepared groove, remove spoil."
219011,ASPHALT,RENEW TO BOX GUTTER,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Renew asphalt to any size box gutter, take up existing and relay or renew gutter sole board, form all angle fillets, skirtings etc, turn into groove or metal edge trim, remove spoil."
219013,ASPHALT,MAKE GOOD CRACK NE 1.0M,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Make good crack in asphalt ne 1.00m long, rake out, clean up and iron in crack."
219015,ASPHALT,MAKE GOOD CRACK OVER 1.0M,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Make good crack in asphalt over 1.00m long, rake out, clean up and iron in crack."
219017,ASPHALT,REFORM COLLAR TO PIPES,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,"Asphalt:Reform collar around pipes, balusters and the like in 20mm two coat asphalt, work ne 140mm diameter and ne 100mm high."
219019,ASPHALT,MAKE GOOD BLISTER,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,Asphalt:Cut out isolated blister in existing roof and make good in asphalt to match existing including all bonding to adjacent surfaces.
219023,ASPHALT,REFORM INTO OUTLET,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,Asphalt:Cut out as necessary and reform asphalt into any type and or size of roof outlet including all bonding to adjacent surfaces and dressing into outlet.
219025,ASPHALT,APPLY SOLAR REFLECTIVE PAINT,ROOFING,Asphalt Roofing,Asphalt Roof Coverings,,Asphalt:Prepare and apply solar reflective paint to asphalt roofing (per coat).
221001,CLIENT INSPECTION,PROVIDE AND ERECT LADDER,ROOFING,Remidial Works,Inspections,,Inspection:Provide and erect ladder for inspection in conjunction with Client Representative to eaves level of roof to property ne 2 storey and remove on completion.
221003,CLIENT INSPECTION,REMOVE ALL DEBRIS ETC,ROOFING,Remidial Works,Inspections,,"Inspection:Remove all debris, plant, moss etc., from roof to allow inspection for leaks by Client Representative."
223001,ROOF,TEMPORARY REPAIR SLATE OR TILE ROOF,ROOFING,Remidial Works,Temporary Repairs,,"Roof:Carry out temporary repairs to any type of slate/tiled area of roof as required to ensure area is weatherproof, provide report to Client Representative."
223003,ROOF,TEMPORARY REPAIR FLAT ROOF,ROOFING,Remidial Works,Temporary Repairs,,"Roof:Carry out temporary repairs to any type of flat roof area as required to ensure area is weatherproof, provide report to Client Representative."
223005,ROOF,SUPPLY AND FIX AND LATER REMOVE TARPAULIN,ROOFING,Remidial Works,Temporary Repairs,,Roof:Supply and fix tarpaulin sheet approx 4x3m to roof as temporary repair and later remove and clear away.
223009,renew through valley tile,renew through valley tile,ROOFING,Remidial Works,Temporary Repairs,,"Roof:Carry out temporary repairs to any type of corrugated sheet area of roof as required to ensure area is weatherproof, provide report to Client Representative."
223011,ROOF,FIX ROOF LEAK TO PITCHED ROOF,ROOFING,Remidial Works,Temporary Repairs,,"Roof:Carry out repair to any type of slate/tiled area of roof as required to ensure area is weatherproof, including renew or refix any size and type of tile or slates in patch to roof."
223013,ROOF,FIX ROOF LEAK TO FLAT ROOF,ROOFING,Remidial Works,Temporary Repairs,,"Roof:Carry out repairs to any type of flat roof area as required to ensure area is weatherproof, including repair patch ne 2.00sm in Torch On felt roofing system or asphalt roof finish."
225001,FILLET,RENEW CEMENT MORTAR FILLET,ROOFING,Remidial Works,Sundry Items,,Fillet:Hack off existing and renew cement mortar fillet (1:3).
225003,ROOFING,SCREED ROOF,ROOFING,Remidial Works,Sundry Items,,Roofing:Screed roof in cement and sand (1:3) including fixing and striking shuttering and applying new bonding agent to surface.
227005,INSULATION,LAY UPTO 270MM THICK QUILT,ROOFING,Sundry Works,Loft Insulation,,Insulation:Supply and lay upto 270mm thick insulation quilt to loft area including gain access and moving/replacing contents within loft area in order to undertake work.
227007,CLIENT INSPECTION,REMOVE AND RELAY INSULATION,ROOFING,Sundry Works,Loft Insulation,,"Client Inspection:Remove, set aside, relay insulation quilt to loft area, gain access, move and replace contents in loft in order to undertake CR inspection. (Any repairs required ordered separately)."
229001,ROOF BOARDING,RENEW WOODWOOL SLABS,ROOFING,Sundry Works,Roof Boarding,,"Roof Boarding:Renew 50mm woodwool slab finished with cement slurry screed roof boarding, including denail rafters or joists, remove spoil, punch in nails and level to existing and make good."
229003,ROOF BOARDING,RENEW IN 19MM PLYWOOD,ROOFING,Sundry Works,Roof Boarding,,"Roof Boarding:Renew 19mm WPB quality plywood roof boarding including denail rafters or joists, remove spoil, punch in nails and level to existing, and make good."
229005,ROOF BOARDING,RENEW IN 18MM CHIPBOARD,ROOFING,Sundry Works,Roof Boarding,,"Roof Boarding:Renew 18mm, V313 grade chipboard roof boarding including denail rafters or joists, remove spoil, punch in nails and level to existing, and make good."
229007,ROOF BOARDING,RENEW IN 18MM PREFELTED PLYWOOD,ROOFING,Sundry Works,Roof Boarding,,"Roof Boarding:Renew 19mm thick prefelted plywood decking including denail rafters or joists, remove spoil, punch in nails, level to existing, make good tape joints, prepare to receive felt roofing."
229009,ROOF BOARDING,RENEW TIMBER FIRRINGS,ROOFING,Sundry Works,Roof Boarding,,Roof Boarding:Renew ne 50x50mm tapered softwood firrings to roof joists.
231001,SLATE,RENEW LEAD TO PIPE,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 4,Slate:Remove existing lead or proprietary slate to ne 150mm diameter pipe and replace with 500x500mm lead slate with 200mm high collar to ne 150mm diameter pipe including all labours.
231003,SLATE,RENEW PROPRIETARY TO PIPE,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 5,Slate:Remove existing lead or proprietary slate to ne 150mm diameter pipe and replace with proprietary slate with ne 200mm high collar to ne 150mm diameter pipe including all labours.
231005,FLASHING,RENEW LEAD COVER NE 150MM,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 6,"Flashing:Renew lead cover flashing ne 150mm girth, clean out groove of brickwork, wedge with lead and repoint in mastic including all necessary labours."
231009,FLASHING,RENEW LEAD STEPPED NE 225MM,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 7,"Flashing:Renew lead stepped flashing ne 225mm girth, clean out groove of brickwork, wedge with lead and repoint in mastic including all necessary labours."
231011,FLASHING,RENEW LEAD APRON NE 300MM,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 8,"Flashing:Renew lead apron flashing ne 300mm girth, clean out groove of brickwork, wedge with lead and repoint in mastic including all necessary labours."
231013,FLASHING,TAKE OFF AND REFIX LEAD,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 9,"Flashing:Take off lead flashing, set aside, hack out pointing, clean out groove of brickwork, refix flashing and wedge with lead and repoint in mastic."
231015,FLASHING,RAKE OUT AND REPOINT LEAD,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 10,Flashing:Rake out pointing of flashing and repoint in mastic.
231017,FIREWALL,RENEW LEAD FLASHINGS TO COPINGS,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 11,"Firewall:Remove existing coping stones and clear away, renew lead flashings to both sides of firewall, all dressings etc point in mastic, lay new pcc coping stones bed, point in mortar (1:3)."
231020,GUTTER,RENEW LEAD LINING NE 500MM GIRTH,ROOFING,Leadwork,Lead Roof Coverings and Flashings,Code 12,"Gutter:Renew lead chimney or parapet gutter lining ne 500mm girth, clean out groove of brickwork, wedge with lead and repoint in mastic including all necessary labours."
